dataset,document,llm,reply,time,cost,expected
jurídico,Dictamen OJ-1039-2021.pdf,google/gemma-4-E2B-it,gestiónnotarialyregistral,229.3558420999907,,consultoría
jurídico,Dictamen OJ-1041-2023.pdf,google/gemma-4-E2B-it,gestiónjudicial,1.6692125999834388,,consultoría
jurídico,Dictamen OJ-1069-2023.pdf,google/gemma-4-E2B-it,gestiónnotarialyregistral,2.328304400027264,,consultoría
jurídico,Dictamen OJ-1092-2022.pdf,google/gemma-4-E2B-it,consultoría,0.5073650999984238,,consultoría
jurídico,Dictamen OJ-1100-2023.pdf,google/gemma-4-E2B-it,gestiónnotarialyregistral,2.34596999999485,,consultoría
jurídico,Dictamen OJ-1124-2021.pdf,google/gemma-4-E2B-it,gestiónjudicial,2.1750113000161946,,consultoría
jurídico,Dictamen OJ-15-2026.pdf,google/gemma-4-E2B-it,gestiónjudicial,2.963731399999233,,consultoría
jurídico,Dictamen OJ-518-2021.pdf,google/gemma-4-E2B-it,gestiónjudicial,0.5312403000134509,,consultoría
jurídico,Dictamen OJ-586-2023.pdf,google/gemma-4-E2B-it,consultoría,0.7858202000206802,,consultoría
jurídico,Dictamen OJ-642-2022.pdf,google/gemma-4-E2B-it,gestiónnotarialyregistral,1.1810098999994807,,consultoría
jurídico,Dictamen OJ-917-2023.pdf,google/gemma-4-E2B-it,consultoría,1.819141399988439,,consultoría
jurídico,Dictamen OJ-992-2023.pdf,google/gemma-4-E2B-it,gestiónjudicial,1.60516100001405,,consultoría
jurídico,Opinión Jurídica OJ-211-2024.pdf,google/gemma-4-E2B-it,consultoría,1.687169900018489,,consultoría
jurídico,Opinión Jurídica OJ-26-2026.pdf,google/gemma-4-E2B-it,consultoría,0.6695099000062328,,consultoría
jurídico,Opinión Jurídica OJ-510-2025.pdf,google/gemma-4-E2B-it,consultoría,0.4570179999864194,,consultoría
jurídico,Opinión Jurídica OJ-99-2024.pdf,google/gemma-4-E2B-it,consultoría,1.5270313000073656,,consultoría
museo,001_Lineamientos para la eliminación de documentos MNCR.pdf,google/gemma-4-E2B-it,instrumentostécnicosarchivísticos,2.9004048999922816,,instrumentostécnicosarchivísticos
museo,002_Lineamientos para la transferencia de documentos al AC.pdf,google/gemma-4-E2B-it,informes,1.8476956999802496,,instrumentostécnicosarchivísticos
museo,004_Instructivo Cuadro de clasificación MNCR.pdf,google/gemma-4-E2B-it,instrumentostécnicosarchivísticos,24.347933999990342,,instrumentostécnicosarchivísticos
museo,40-2025 MN Sofía Irola Rojas.pdf,google/gemma-4-E2B-it,memorandos,1.5318616000004113,,expedientesdetrámiteslaborales
museo,76-2025 MN Sofía Irola Rojas 1.pdf,google/gemma-4-E2B-it,circulares,1.607743800006574,,expedientesdetrámiteslaborales
museo,AC-2024-I-001 informe agosto.pdf,google/gemma-4-E2B-it,informes,0.6547763999842573,,informes
museo,AC-2024-O-001.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5869376999908127,,correspondencia
museo,AC-2024-O-003 Cised.pdf,google/gemma-4-E2B-it,memorandos,0.4604703999939374,,correspondencia
museo,ACT MNCR-DAF-AC-001-2024 Servicios Generales.pdf,google/gemma-4-E2B-it,correspondencia,1.230118199979188,,instrumentostécnicosarchivísticos
museo,ACT MNCR-DAF-AC-002-2024 Financiero Contable.pdf,google/gemma-4-E2B-it,informes,1.529119999991963,,instrumentostécnicosarchivísticos
museo,AI-2024-As-10 Informacion sobre CISED.pdf,google/gemma-4-E2B-it,memorandos,0.50651010000729,,correspondencia
museo,ASISTENCIA- Sofía Irola-07MAR2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6259779999963939,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-10DIC2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6648386000015307,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-15JUL2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.7185385999910068,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-16ABR2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6955909999960568,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-16JUL2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.9450495000055524,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-17OCT2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.7411803999857511,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-18FEB2025.pdf,google/gemma-4-E2B-it,expedientesdetrámiteslaborales,0.9650777000060772,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-18JUN2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.8327719000226352,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-19FEB2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5743077000079211,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-20 y 24JUN2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5894127000065055,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-20y21FEB2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5759589000081178,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-22ABR2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5440966000023764,,expedientesdetrámiteslaborales
museo,ASISTENCIA- Sofía Irola-23SET2025.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6075522000028286,,expedientesdetrámiteslaborales
